epoch,accuracy,loss,val_accuracy,val_loss
0,0.9466111,0.2586934880597724,0.9746878743171692,0.17550569597735036
1,0.9473889,0.2340694457060761,0.9748677611351013,0.16206421291869666
2,0.9477556,0.21702099080714915,0.9758032560348511,0.14802850567535783
3,0.94854444,0.20346914348138703,0.9763429760932922,0.1440526664237145
4,0.94967777,0.19599355208675068,0.9760371446609497,0.1335882237994002
5,0.9514222,0.18677412399450938,0.975191593170166,0.14265321211963977
6,0.95313334,0.17986850909358926,0.9761630892753601,0.12685068450569964
7,0.9549556,0.1736586185534795,0.9754254817962646,0.1273149567981527
8,0.9558778,0.16942659901446766,0.9736804366111755,0.12552639092996104
9,0.95677775,0.16490043370988633,0.9759292006492615,0.1255731746791352
10,0.9571667,0.1604891746736235,0.9775123000144958,0.12441270009327052
11,0.958,0.15685285103801225,0.9732846617698669,0.12189184113971314
12,0.9589,0.15346970428576073,0.9759472012519836,0.1228797601779227
13,0.95963335,0.1493404654800892,0.9763429760932922,0.12299150634753105
14,0.96034443,0.14651450233459473,0.9741122126579285,0.12238433210296024
15,0.9608,0.14280862994127802,0.977278470993042,0.11436220150804105
16,0.9616111,0.1388541869521141,0.9790235161781311,0.10859640016284278
17,0.9621111,0.13672427826308542,0.977008581161499,0.11940787129670913
18,0.9628,0.13281111472232474,0.9743101000785828,0.1192793629199657
19,0.9634,0.13016730698529216,0.9760191440582275,0.11515182085595772
20,0.9643222,0.12732879443218312,0.9748497605323792,0.12134468275355
21,0.9651778,0.1234379931771093,0.9773144125938416,0.11409014522347137
22,0.96577775,0.12173026078707642,0.9750836491584778,0.1160490011429228
23,0.96647775,0.1191083957903915,0.9794732332229614,0.11426487396376807
24,0.9679667,0.11628685472458601,0.9776742458343506,0.10489182335419199
25,0.96824443,0.11410710090812709,0.9765228629112244,0.1128705357578833
26,0.96878886,0.1121703285449081,0.975353479385376,0.10964260500284889
27,0.96926665,0.11063965893329845,0.9809484481811523,0.10130575993046044
28,0.9704555,0.1075187748056319,0.9801568984985352,0.10151795548869254
29,0.9706778,0.10714290952624546,0.9775123000144958,0.10999005809084869
30,0.97124445,0.10509958824763696,0.9796531796455383,0.10562181143623872
31,0.9714,0.10376278855179746,0.9768826961517334,0.1044629473889487
32,0.9719889,0.10272256881834732,0.9795272350311279,0.10240136244802736
33,0.9721778,0.10209208023192154,0.9798870086669922,0.10158067029100191
34,0.9727,0.10010761381685734,0.9755873680114746,0.10660939065413522
35,0.9727111,0.09955003756276436,0.9802827835083008,0.09877193523722169
36,0.9737,0.09797953977543447,0.9789155721664429,0.10205082527171015
37,0.9738,0.09712696772515773,0.9782499074935913,0.104550196617755
38,0.97396666,0.09611233570054173,0.9781599640846252,0.1028145172436345
39,0.97447777,0.09469879905879497,0.9710898399353027,0.11643859102360196
40,0.97444445,0.09392538442090154,0.9761450886726379,0.10949976132971855
41,0.9753111,0.09264839682454865,0.979095458984375,0.09655690632753956
42,0.9756778,0.09174734968890746,0.979257345199585,0.09724913604155118
43,0.9755333,0.09089211436286569,0.9713776707649231,0.11303202757386945
44,0.97555554,0.08992064785725541,0.9730327725410461,0.1146447125439318
45,0.9758111,0.0894958639419741,0.9765768647193909,0.10147425817019148
46,0.97645557,0.08886264949134655,0.9761270880699158,0.10708081602671188
47,0.9763889,0.08848349142778252,0.9800848960876465,0.0901321813981047
48,0.9769111,0.08683818858907455,0.9768466949462891,0.09745980710743889
49,0.97654444,0.0872991926504506,0.9714496731758118,0.11177911452961056
