epoch,accuracy,loss,val_accuracy,val_loss
0,0.99814045,0.019645643884325607,0.9986883401870728,0.007466352888844043
1,0.9989798,0.008654424908560844,0.9991498589515686,0.00945031570995466
2,0.9991633,0.006751341449808216,0.9991417527198792,0.01147374390316724
3,0.9992389,0.008858423247261262,0.9989393353462219,0.015052186477660642
4,0.99929017,0.015926401480935094,0.9991498589515686,0.018962014467418478
5,0.99931717,0.005752733205165684,0.999238908290863,0.01771374608990267
6,0.99935496,0.0060342206779714054,0.9989393353462219,0.027434042913999965
7,0.99938464,0.008375881526100928,0.9991741180419922,0.033402026806868504
8,0.9993792,0.01926704291409892,0.9987450242042542,0.029285503889202
9,0.99947643,0.005219321378467864,0.9992145895957947,0.026838143799910463
10,0.9994656,0.004137554808856209,0.9992631673812866,0.056304609720686946
11,0.99949527,0.005496352810862556,0.9993522763252258,0.03761417486209032
12,0.999444,0.010289105059720218,0.9993279576301575,0.03489795988237931
13,0.9995115,0.00880950572984491,0.9994089603424072,0.038570035581459876
14,0.9995277,0.0034943928825057493,0.9993360638618469,0.041469448247162914
15,0.9995115,0.005552757795517678,0.9992793798446655,0.039921215088588556
16,0.99953306,0.004271515445733196,0.9993846416473389,0.03849836323850303
17,0.99958163,0.0024093960092276094,0.9994332194328308,0.04367315775404996
18,0.9995736,0.00960773671820266,0.9990445971488953,0.050527522840275334
19,0.9996005,0.0025106767596348445,0.9994494318962097,0.05602651303993522
20,0.99959517,0.008520265636633299,0.9992955923080444,0.09012104327371179
21,0.99956816,0.012661341919150542,0.9993279576301575,0.08548962492518554
22,0.99960595,0.013844794330056682,0.9992551207542419,0.09140367996902327
23,0.99958974,0.011684596340197546,0.9993522763252258,0.08837982556533616
24,0.99964106,0.005509695421428421,0.999319851398468,0.10209023908837819
25,0.9996653,0.0048460468748593045,0.9993522763252258,0.10780263079679726
26,0.99964106,0.007710950968649794,0.99936842918396,0.1021616187912379
27,0.99965453,0.005353921508493193,0.9994251132011414,0.10620199458653964
28,0.99965453,0.004415202794284887,0.9993846416473389,0.115326263159715
29,0.99962485,0.007293938006705233,0.9994575381278992,0.11872069517150749
30,0.999668,0.006346749527158087,0.9993765354156494,0.10777251977352709
31,0.99966264,0.0150210208682012,0.9992226958274841,0.12497192417361143
32,0.9996491,0.004303393036354263,0.9992470145225525,0.11986434807957089
33,0.99965996,0.013869753951207677,0.9993279576301575,0.12088509532468794
34,0.9996653,0.003356205091851201,0.9993522763252258,0.1320972813162275
35,0.9996491,0.0041738340364154925,0.9992308020591736,0.13282352759356073
36,0.9997274,0.002044456809225525,0.9993765354156494,0.12625078648703297
37,0.9997031,0.003423706859674302,0.9994332194328308,0.1315202650652919
38,0.9996842,0.009635954757290245,0.9988583326339722,0.1305176882546229
39,0.99967074,0.007120303598968271,0.9992793798446655,0.14602033007415793
40,0.99967074,0.007505465969369361,0.9993117451667786,0.14635943658197284
41,0.99962753,0.008449989112045421,0.9994736909866333,0.13548127599777915
42,0.9996842,0.002536184138653592,0.9993441700935364,0.12786439662906862
43,0.9997031,0.019959630766808418,0.9994575381278992,0.13168069706045846
44,0.9997193,0.002051221372952421,0.9993765354156494,0.13525575837140869
45,0.9997328,0.0023706576364860192,0.99936842918396,0.15635692727920808
46,0.9997031,0.011045364486767219,0.9993846416473389,0.16576851635025408
47,0.9997058,0.007089213229722696,0.9994089603424072,0.17560673879122685
48,0.99969774,0.00472976392823339,0.9994655847549438,0.17405410324216392
49,0.9997328,0.037543984594925826,0.9994170069694519,0.17395035445662566
