epoch,accuracy,loss,val_accuracy,val_loss
0,0.9485111,0.2079458514471849,0.9794372916221619,0.13158322725003815
1,0.9557,0.16195931576473846,0.9813442230224609,0.111616330166114
2,0.9616333,0.1425583995178342,0.9816140532493591,0.09857512295376358
3,0.96522224,0.13177247345579995,0.9775123000144958,0.10576391301791675
4,0.9681889,0.12313497097806798,0.9803367853164673,0.09390599557310556
5,0.9706778,0.11600872135940525,0.9773144125938416,0.09761158014012206
6,0.9719889,0.1101663969528344,0.9775483012199402,0.09753655677961744
7,0.9726222,0.10561632445140018,0.9791494011878967,0.09091621934005988
8,0.97385556,0.1013845341656771,0.9781060218811035,0.09171420646155021
9,0.9743,0.0975336375248101,0.9776742458343506,0.09582191941235094
10,0.9745333,0.09570328795942995,0.9786996841430664,0.09177760062016953
11,0.975,0.09176822943165898,0.9776742458343506,0.09649979945035163
12,0.9759333,0.08894357764555348,0.9779260754585266,0.09267328040933605
13,0.97602224,0.08726902892473672,0.9781060218811035,0.08908729029184413
14,0.9767333,0.08449445096378524,0.9786277413368225,0.08581068121207583
15,0.9771444,0.08290694726539982,0.9755154252052307,0.09813766550785595
16,0.9773222,0.08189036837981807,0.9780700206756592,0.0857210930973736
17,0.9779889,0.0795714046670331,0.9761090874671936,0.09517096537019466
18,0.97896665,0.07788238886015282,0.9745259881019592,0.10290839790472511
19,0.97987777,0.07707329248984655,0.975875198841095,0.09327264944033892
20,0.9801222,0.07530581672944957,0.975353479385376,0.09563101649268699
21,0.98068887,0.07441094364486635,0.9758572578430176,0.0928898754283156
22,0.9804111,0.07382834310862753,0.9785197973251343,0.08533225622932915
23,0.98164445,0.07176153382211924,0.9791494011878967,0.08325480002682786
24,0.98183334,0.07120868748302261,0.9759472012519836,0.09377673916851763
25,0.98234445,0.07046649347891411,0.9772604703903198,0.08684490950706406
26,0.9823,0.07039411628080738,0.9799230098724365,0.0790479746607226
27,0.9823667,0.06930402340582675,0.9764509201049805,0.08833017972979954
28,0.98333335,0.06845890021613903,0.9781239628791809,0.08194945994378856
29,0.9834,0.06809519754610956,0.9780880212783813,0.08282640387963203
30,0.98377776,0.0664431868058112,0.9769726395606995,0.08676642854513839
31,0.9835,0.06638138109909164,0.97648686170578,0.08923006721349029
32,0.98413336,0.06610026842475765,0.9794732332229614,0.07766719464268962
33,0.9840222,0.06514075456526544,0.9783398509025574,0.08024807665089115
34,0.9845333,0.06473075004232426,0.9789875149726868,0.07895828510223071
35,0.98425555,0.06405098021657517,0.979257345199585,0.07912184931306335
36,0.98455554,0.06393813155765335,0.9781599640846252,0.08029754221201976
37,0.9848667,0.0628086726422732,0.9790235161781311,0.07865473546012822
38,0.9845778,0.06318140770039625,0.9761630892753601,0.08697614788508144
39,0.98484445,0.0626298017664916,0.9783398509025574,0.07796096481990582
40,0.9850778,0.06175435240601914,0.9795811772346497,0.07611447534148585
41,0.9853333,0.06124963847825097,0.9773324131965637,0.08324639108470423
42,0.9850778,0.06113107004070448,0.9781060218811035,0.08052971915100722
43,0.98554444,0.060549941422293585,0.9788076281547546,0.0757379454849292
44,0.9852778,0.060604545376946525,0.9763609766960144,0.08498268238502689
45,0.9854889,0.0596253172857066,0.9760551452636719,0.08616645802781248
46,0.9854,0.05958027882795367,0.980750560760498,0.0703747434579788
47,0.9857111,0.05863083900929325,0.9775663018226624,0.08327537631886398
48,0.9859889,0.059352852498822745,0.9788256287574768,0.07697888240166006
49,0.98565555,0.058830819219495685,0.9777281880378723,0.07924517192427724
